System Time,q_des,q0,q1,q2,q3,q4,q5,T_des,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,T_target,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,worldFrame,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ECM_T_PSM_RCM,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm3_T_cam,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,offset,x,y,z,IK Trigered,ECM_T_PSM3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22
10:09:57.860750,,0.7021199819929955,-0.6989227705830666,0.08393348121000001,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714119225731149,0.5285025116328803,-0.38821762495559864,0.06122367174043526,-0.5349213891154755,-0.842680704350936,0.7652607829394141,0.5671798980357167,-0.3044386594359346,0.6408023065763531,-0.6262316430291304,0.44407919694066,,-0.016030200683187827,0.2887247268180685,-0.09450287550088385,0.2930668675151996,0.8426807043398792,0.45166474477407637,-0.9512586385385984,0.30443865943194004,0.04923520308411086,-0.09601465379971338,-0.4440791969348332,0.8908281838150346,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.0907488252301892,0.5298005167491648,-0.3778442430470777,-0.022251426597790336,-0.5252943547120937,-0.8506295991334702,0.7945948175990402,0.50706776133676,-0.33391819545762225,0.6067321895689328,-0.6833360273836964,0.4061131908967708
10:09:57.907005,,0.7021199819929955,-0.6989304933159408,0.08393348121000001,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714155110602302,0.5285023202248204,-0.388218351628136,0.06122542675213227,-0.534923303827489,-0.8426793614069964,0.7652608421808642,0.5671797680281805,-0.30443875273055143,0.640802068148702,-0.626230125242936,0.44408168133189524,,-0.016029633678165636,0.288724520949343,-0.09450321709277976,0.2930661759866172,0.842679361391919,0.4516676990231915,-0.9512586620924888,0.30443875272510434,0.049234171034015506,-0.0960165311329515,-0.4440816813239496,0.8908267429898501,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074817387066628,0.5298002550944723,-0.37784492248664375,-0.022246395223674442,-0.525292303630774,-0.850630997345986,0.794591720153849,0.5070742794215812,-0.33391566811401874,0.6067364305548988,-0.683332767321573,0.4061123402977822
10:09:57.957034,,0.7021199819929955,-0.6989304933159408,0.08393348121000001,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714190995339048,0.5285021288172286,-0.38821907830015223,0.06122718176242851,-0.5349252185365158,-0.8426780184549088,0.7652609014198704,0.5671796380223277,-0.30443884602807975,0.6408018297192027,-0.6262286074482084,0.4440841657186166,,-0.01602906667322463,0.28872431508063434,-0.09450355868485416,0.29306548445358865,0.8426780184408366,0.45167065326984646,-0.9512586856499802,0.3044388460229958,0.049233138984429686,-0.09601840846450663,-0.4440841657112007,0.8908253021592569,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074817387066628,0.5298002550944723,-0.37784492248664375,-0.022246395223674442,-0.525292303630774,-0.850630997345986,0.794591720153849,0.5070742794215812,-0.33391566811401874,0.6067364305548988,-0.683332767321573,0.4061123402977822
10:09:58.003728,,0.7021199819929955,-0.6989304933159408,0.08393348121000001,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714212873120767,0.5285014086532767,-0.3882192229152043,0.06122769291143703,-0.5349250676838506,-0.8426780770758017,0.7652609186728564,0.5671798561267606,-0.30443839632346487,0.6408017602759207,-0.6262285387679607,0.44408436277336566,,-0.016028856981645818,0.28872366462089777,-0.09450367275642005,0.29306354967637693,0.8426780770647448,0.45167179927387946,-0.9512589951581565,0.30443839631947034,0.04922993957828173,-0.09602124741708942,-0.4440843627675388,0.8908248979252731,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074817387066628,0.5298002550944723,-0.37784492248664375,-0.022246395223674442,-0.525292303630774,-0.850630997345986,0.794591720153849,0.5070742794215812,-0.33391566811401874,0.6067364305548988,-0.683332767321573,0.4061123402977822
10:09:58.055312,,0.702104536527247,-0.6989304933159408,0.08393607379000001,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714241754256972,0.5285009528688382,-0.3882196585583285,0.061228825982237084,-0.53492594961558,-0.8426774349041909,0.7652609569170552,0.5671799001728628,-0.3044382181302053,0.6408016063394582,-0.6262277455269539,0.44408570349089005,,-0.01602846863368411,0.28872323645641457,-0.09450390058832805,0.29306223651965907,0.8426774349011753,0.4516738493950183,-0.9512591616874694,0.3044382181291158,0.04922782384855795,-0.09602360555921186,-0.4440857034893009,0.8908239753872054,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.0907477148323992,0.5297975676519767,-0.3778437028810345,-0.02224761405598047,-0.5252800707236776,-0.8506385195659463,0.7945952624029282,0.5070745530441173,-0.3339068232635122,0.606731746849988,-0.6833419677991664,0.40610385667797494
10:09:58.107851,,0.702104536527247,-0.6989304933159408,0.08393607379000001,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714241754256972,0.5285009528688384,-0.3882196585583285,0.06122882598223696,-0.5349259496155802,-0.8426774349041909,0.7652609569170552,0.5671799001728628,-0.30443821813020544,0.6408016063394582,-0.626227745526954,0.44408570349089005,,-0.01602846863368411,0.28872323645641457,-0.09450390058832808,0.2930622365196593,0.8426774349011754,0.4516738493950183,-0.9512591616874695,0.30443821812911603,0.04922782384855809,-0.09602360555921186,-0.4440857034893009,0.8908239753872056,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.0907477148323992,0.5297975676519767,-0.3778437028810345,-0.02224761405598047,-0.5252800707236776,-0.8506385195659463,0.7945952624029282,0.5070745530441173,-0.3339068232635122,0.606731746849988,-0.6833419677991664,0.40610385667797494
10:09:58.156234,,0.702104536527247,-0.6989459387816892,0.0839347775,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714241754256969,0.5285009528688384,-0.3882196585583285,0.06122882598223685,-0.5349259496155802,-0.8426774349041908,0.7652609569170552,0.5671799001728627,-0.3044382181302055,0.6408016063394583,-0.6262277455269539,0.44408570349088994,,-0.01602846863368411,0.28872323645641457,-0.09450390058832804,0.2930622365196594,0.8426774349011755,0.4516738493950183,-0.9512591616874696,0.30443821812911614,0.04922782384855812,-0.09602360555921186,-0.4440857034893009,0.8908239753872058,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074608562967285,0.5297982970086516,-0.37784513004272213,-0.022237551496195135,-0.5252759684210636,-0.8506413158921733,0.7945890673310986,0.5070875891324192,-0.33390176852746056,0.6067402289129584,-0.6833354476003604,0.4061021554627188
10:09:58.204659,,0.702104536527247,-0.6989459387816892,0.0839347775,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714234750798925,0.5285006884906137,-0.3882193675298876,0.061228204049630565,-0.5349249168374051,-0.842678135693191,0.7652609359252741,0.5671800742253198,-0.3044379466303998,0.6408016908339351,-0.6262284700875999,0.4440845598262946,,-0.016028647290559576,0.2887230141606599,-0.09450378682789944,0.2930616149059856,0.8426781356901757,0.4516729452726487,-0.9512593046574126,0.30443794662931045,0.049226740169022426,-0.09602408637542514,-0.4440845598247055,0.8908244936876769,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074608562967285,0.5297982970086516,-0.37784513004272213,-0.022237551496195135,-0.5252759684210636,-0.8506413158921733,0.7945890673310986,0.5070875891324192,-0.33390176852746056,0.6067402289129584,-0.6833354476003604,0.4061021554627188
10:09:58.248588,,0.702104536527247,-0.698938216048815,0.0839347775,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09714241754256972,0.5285009528688384,-0.3882196585583285,0.06122882598223696,-0.5349259496155802,-0.8426774349041909,0.7652609569170552,0.5671799001728628,-0.30443821813020544,0.6408016063394582,-0.626227745526954,0.44408570349089005,,-0.01602846863368411,0.28872323645641457,-0.09450390058832808,0.2930622365196593,0.8426774349011754,0.4516738493950183,-0.9512591616874695,0.30443821812911603,0.04922782384855809,-0.09602360555921186,-0.4440857034893009,0.8908239753872056,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074673699413917,0.5297985586498487,-0.37784445058832555,-0.022242582769858993,-0.5252780195920763,-0.8506399177355553,0.7945921648921148,0.5070810711025648,-0.33390429590159154,0.6067359878924177,-0.683338707715948,0.4061030060628831
10:09:58.289782,,0.702104536527247,-0.6989536615145635,0.0839347775,-2.6163437330755603,-0.83529892405203,1.3761003952122062,,0.0971424875769033,0.5285012172468435,-0.38821994958671574,0.0612294479165256,-0.5349269823921567,-0.8426767341137755,0.7652609779085919,0.567179726121347,-0.304438489628528,0.6408015218444967,-0.6262270209642308,0.4440868471549702,,-0.016028289976836127,0.2887234587521797,-0.09450401434878286,0.29306285813408234,0.8426767341117654,0.45167475351655517,-0.9512590187177892,0.3044384896278018,0.04922890752840897,-0.096023124743889,-0.4440868471539109,0.890823457085941,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.05697396929080738,0.6509377395106064,-0.3921419773723065,0.9323210929508111,-0.3596145827660232,-0.03814094258174473,-0.2810282299147242,-0.786855253563283,0.5494378435554456,-0.22759726191235646,-0.5015338092311229,-0.8346635996424653,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074387678004107,0.5297976535918635,-0.3778453667818568,-0.0223642309010168,-0.5251410504546665,-0.8507212929647261,0.7945536837399334,0.5071243957504024,-0.33393006886186716,0.6067819087872577,-0.6834118263259414,0.40591130903971295
10:09:58.338123,,0.702104536527247,-0.6989613842474377,0.0839347775,-2.6163437330755603,-0.83529892405203,1.3761003952122062,,0.0971424875769033,0.5285012172468435,-0.3882199495867158,0.06122944791652548,-0.5349269823921569,-0.8426767341137755,0.7652609779085919,0.567179726121347,-0.3044384896285282,0.6408015218444969,-0.6262270209642306,0.4440868471549703,,-0.016028289976836127,0.28872345875217964,-0.09450401434878286,0.29306285813408245,0.8426767341117651,0.4516747535165551,-0.951259018717789,0.3044384896278019,0.04922890752840903,-0.09602312474388902,-0.44408684715391084,0.890823457085941,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09074322540960023,0.5297973919712735,-0.3778460462379582,-0.022359199789438677,-0.5251389991243669,-0.850722691470866,0.7945505866048579,0.5071309134143167,-0.3339275400224382,0.6067861497353514,-0.6834085661287976,0.40591045839092244
10:09:58.388098,,0.702104536527247,-0.6989768297131862,0.0839347775,-2.6163437330755603,-0.83529892405203,1.3761003952122062,,0.09714446551663639,0.528509371105141,-0.38821786336620634,0.06122641790642944,-0.5349316996464097,-0.8426739597636506,0.7652608756368003,0.5671770520404156,-0.30444372855807245,0.640801933494231,-0.626225413371373,0.4440885200924566,,-0.016025882012833677,0.2887308005763979,-0.09450166882296306,0.2930696575547505,0.8426739597087125,0.4516755177327977,-0.9512570793693598,0.30444372853822427,0.04923398189289488,-0.09602158424035304,-0.4440885200635043,0.8908227890985894,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070413799314292,0.5297926831372606,-0.37786556276127586,-0.0223602935852939,-0.5251545789465863,-0.8507130453226948,0.7945252239099627,0.5071528781714311,-0.3339545279424392,0.6068193189423052,-0.6833802941070715,0.40590847217633874
10:09:58.455514,,0.7021122592601213,-0.6989768297131862,0.08393607379000001,-2.6161340565462226,-0.83529892405203,1.3761003952122062,,0.09714644345646073,0.5285175249566227,-0.38821577714367883,0.06122338790270078,-0.5349364168993377,-0.8426711853674679,0.7652607733580796,0.567174377915226,-0.30444896747381245,0.6408023451370238,-0.6262238057686523,0.44409019304136405,,-0.016023474041601017,0.2887381423959399,-0.09449932329335488,0.29307645697955015,0.8426711853022401,0.4516762819440705,-0.9512551400141002,0.30444896745024624,0.049239056250312996,-0.09602004377345616,-0.44409019300698876,0.8908221211408858,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070346288710929,0.5297911397157755,-0.3778655937324402,-0.022491400302513148,-0.5250278154265036,-0.8507878289802372,0.794491159537682,0.5071830414257409,-0.3339897601822618,0.6068590728735145,-0.6834553061602554,0.4057227010563865
10:09:58.518263,,0.702104536527247,-0.6989691069803119,0.08393607379000001,-2.6161340565462226,-0.83529892405203,1.3761003952122062,,0.09714835135749653,0.5285254144288737,-0.38821339989307124,0.06121973596012042,-0.5349401013724173,-0.8426691117352297,0.7652606500761246,0.5671718778101569,-0.3044539348840276,0.6408028412655801,-0.6262229227399526,0.4440907223315875,,-0.0160212447275683,0.2887452619196075,-0.09449686400276272,0.2930826347830083,0.8426691116725911,0.45167614202314105,-0.9512533436095403,0.30445393486139644,0.04924304692456613,-0.09601898412112181,-0.4440907222985766,0.8908219715004839,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070355828364861,0.5297913102256047,-0.37786437274111906,-0.02249704177836842,-0.5250237491588032,-0.8507901891362266,0.794496028623634,0.5071766597912941,-0.3339878684386896,0.6068524891705529,-0.683463165490416,0.4057193091354221
10:09:58.583454,,0.7021122592601213,-0.6989691069803119,0.08393607379000001,-2.6161340565462226,-0.83529892405203,1.3761003952122062,,0.09715032927696077,0.52853356827753,-0.3882113136742532,0.06121670597796749,-0.5349448185960985,-0.8426663372690252,0.7652605477823776,0.5671692036141086,-0.30445917374839154,0.6408032528920421,-0.6262213151346139,0.4440923952895979,,-0.016018836765842363,0.2887526037442874,-0.09449451847545302,0.2930894341917989,0.842666337223865,0.45167690617039835,-0.9512514041888818,0.304459173732075,0.04924812130304013,-0.09601744365805578,-0.4440923952657981,0.8908213035582806,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070411427541691,0.5297914013126461,-0.37786491427046465,-0.022496431410712253,-0.5250298667990623,-0.8507864300414897,0.7944942562535611,0.5071765241821601,-0.33399229047779566,0.6068548321912618,-0.6834585666208759,0.4057235516440396
10:09:58.647016,,0.702104536527247,-0.6989845524460604,0.08393607379000001,-2.6161340565462226,-0.83529892405203,1.3761003952122062,,0.09715223716625088,0.5285414577448733,-0.38820893642449505,0.06121305404355565,-0.5349485030532516,-0.8426642635686802,0.76526042448171,0.5671667034393415,-0.30446414112637793,0.6408037490033385,-0.6262204321090421,0.44409292459172445,,-0.016016607452998786,0.28875972326804283,-0.09449205918386529,0.29309561198549816,0.8426642635656647,0.4516767662134343,-0.9512496077408903,0.3044641411252884,0.04925211197995408,-0.09601638402112284,-0.4440929245901353,0.890821153948048,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070225551108851,0.5297907870403276,-0.3778657316722163,-0.022486979649951583,-0.5250196463634167,-0.8507929869707764,0.7944898351262555,0.5071896942520775,-0.3339828078292949,0.6068609705915171,-0.6834566445480775,0.40571760794400424
10:09:58.711344,,0.7021122592601213,-0.6989845524460604,0.08393607379000001,-2.6161340565462226,-0.83529892405203,1.3761003952122062,,0.09715216714287381,0.5285411933668034,-0.38820864539290556,0.06121243208192979,-0.5349474702961816,-0.8426649643733451,0.7652604034813164,0.567166877500808,-0.3044638696620608,0.6408038334952655,-0.6262211566928249,0.4440917809283038,,-0.016016786101098926,0.28875950096694203,-0.09449194542010594,0.2930949903747455,0.8426649643713349,0.4516758621329166,-0.9512497507385334,0.30446386966133443,0.04925102827304978,-0.09601686483287514,-0.4440917809272444,0.8908216722642992,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070281149662546,0.5297908781260967,-0.3778662731950982,-0.022486369206766305,-0.5250257640145359,-0.8507892279059781,0.7944880627716033,0.5071895586407261,-0.33398722987451307,0.6068633135338817,-0.6834520456672719,0.40572185048367737
10:09:58.774287,,0.702104536527247,-0.6989845524460604,0.08393607379000001,-2.6161340565462226,-0.83529892405203,1.3761003952122062,,0.09715223716625085,0.5285414577448733,-0.38820893642449505,0.06121305404355546,-0.5349485030532518,-0.8426642635686801,0.7652604244817102,0.5671667034393413,-0.30446414112637815,0.6408037490033384,-0.6262204321090421,0.4440929245917245,,-0.016016607452998786,0.28875972326804283,-0.09449205918386529,0.2930956119854984,0.8426642635656646,0.45167676621343433,-0.9512496077408902,0.30446414112528863,0.049252111979954216,-0.09601638402112289,-0.44409292459013533,0.890821153948048,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070225551108851,0.5297907870403276,-0.3778657316722163,-0.022486979649951583,-0.5250196463634167,-0.8507929869707764,0.7944898351262555,0.5071896942520775,-0.3339828078292949,0.6068609705915171,-0.6834566445480775,0.40571760794400424
10:09:58.834582,,0.702104536527247,-0.6989999979118088,0.08393607379000001,-2.6165534096048977,-0.83529892405203,1.3761003952122062,,0.09715223716625088,0.5285414577448733,-0.38820893642449505,0.06121305404355565,-0.5349485030532516,-0.8426642635686802,0.76526042448171,0.5671667034393415,-0.30446414112637793,0.6408037490033385,-0.6262204321090421,0.44409292459172445,,-0.016016607452998786,0.28875972326804283,-0.09449205918386529,0.29309561198549816,0.8426642635656647,0.4516767662134343,-0.9512496077408903,0.3044641411252884,0.04925211197995408,-0.09601638402112284,-0.4440929245901353,0.890821153948048,,0.043876020619064066,0.7208133287749341,1.179233233310831,0.9913131001593917,-0.04274699911669141,-0.12438260135120853,0.047693611535251305,-0.7645043955939991,0.6428517313783787,-0.12257102786181008,-0.6431995982461215,-0.7558244637115997,,0.056989450395821956,0.6509369657367673,-0.3921308811792601,0.9323275916794882,-0.3596001748996357,-0.03811792236307003,-0.2810334887741025,-0.7868680870204374,0.5494167742399697,-0.22756414476050918,-0.5015240052489501,-0.8346785202570324,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.017444116233895766,-0.1925897926022419,0.2248824739289125,True,,0.09070406777277615,0.5297910275140965,-0.3778679757111939,-0.022213489729858205,-0.5252812904254477,-0.850638658187481,0.7945482188606409,0.5071421383924276,-0.3339161262534936,0.6067946018047661,-0.6832908731980345,0.40609591702559994
