System Time,q_des,q0,q1,q2,q3,q4,q5,T_des,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,T_target,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,worldFrame,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,ECM_T_PSM_RCM,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,psm3_T_cam,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,offset,x,y,z,IK Trigered,ECM_T_PSM3,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,solverSuccess,q_solverOutput,q0,q1,q2,q3,q4,q5
10:15:45.299279,,-0.18736122226156082,-0.3261078410798784,0.12969640708000002,-2.9052779905028823,-0.11871519958022266,1.2835717431232068,,0.16753751043086781,0.5407546470415425,-0.3532717736660137,-0.07251415566152812,-0.32465452189007293,-0.9430488527351187,0.752991681085012,0.6022146808688038,-0.265218789611242,0.6540223432310728,-0.7293400575605407,0.20079306509967895,,-0.025526190822843686,0.30243095705025747,-0.09156507411568998,0.3692883829941807,-0.85921889983303,0.35407481180572664,0.918778581333498,0.3947731530150765,-0.0002759372026669704,-0.139542139400068,0.32541825368017163,0.9352170611699722,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,True,,0.16753751043086781,0.5407546470415425,-0.3532717736660137,-0.25036834130504027,-0.18264660371369212,-0.9507659605938867,0.5684438592544887,0.7672142056934548,-0.2970756493858492,0.7837010096637784,-0.614835409466643,-0.08826180781039786,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.778640,,-0.18790953629563076,-0.342055284465152,0.13026807097,-3.0665192415635576,-0.3615112574787571,1.1614021324474024,,0.16746659129783062,0.5406433440114022,-0.3535060237703598,-0.13063418146551775,-0.2765423682513594,-0.9520814194147283,0.7447330598488634,0.6065381677138533,-0.27835969656987114,0.6544519693613758,-0.7454097998203747,0.12671562701879194,,-0.02552673680850233,0.30243040929425286,-0.0915648635916834,0.3692906105063731,-0.8592189758228543,0.35407230415594587,0.9187781031151694,0.394774264232389,-0.0002784392429370508,-0.13953939307760505,0.3254167049772434,0.9352180098211498,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.16746659129783062,0.5406433440114022,-0.3535060237703598,-0.07362380923481962,-0.3068730227958344,-0.9488985628579603,0.7428456810151655,0.6179654349336171,-0.2574859518972262,0.665402005490568,-0.7238422957436605,0.1824623303086891,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.790147,,-0.18792498176137923,-0.3422560755198818,0.13026936726000002,-3.0665192415635576,-0.3615112574787571,1.161539895735503,,0.16746488594924835,0.5406255692910207,-0.35353657744551426,-0.13040758648583411,-0.27667299815898405,-0.9520745314714908,0.7447703857605408,0.6065329121376541,-0.2782712687071952,0.6544546843602198,-0.7453656006172646,0.12696136237229597,,-0.02552691465283908,0.3024294475296292,-0.09156477687038322,0.36929321719462366,-0.8592182105107783,0.3540714425567155,0.9187776180604671,0.39477538998490486,-0.0002828195426196056,-0.13953568811838743,0.325417359958585,0.9352183346964524,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.16746488594924835,0.5406255692910207,-0.35353657744551426,-0.07363739821930831,-0.3067279273931315,-0.9489444199428148,0.7427123126961778,0.6181458485244962,-0.25743762452568175,0.6655493626719107,-0.7237497416296912,0.18229195631724732,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.801958,,-0.18793270449425345,-0.34251864843760543,0.13027325613000001,-3.0663095650342194,-0.3613771160103049,1.1616785577714417,,0.1674655158726955,0.540609970208819,-0.3535590128824141,-0.13020760175566587,-0.2767241430643492,-0.9520870386106196,0.7448032947181639,0.606547042012817,-0.27815236472564797,0.6544570517780413,-0.7453351155492431,0.12712801778990587,,-0.025527006688206677,0.3024295510318108,-0.09156474591973444,0.3692931223989429,-0.8592184208363541,0.3540710310429529,0.9187776197687333,0.3947753863529107,-0.0002823499769530058,-0.13953592777646479,0.32541680903863957,0.9352184906395775,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.1674655158726955,0.540609970208819,-0.3535590128824141,-0.07366051868894055,-0.30673636973581886,-0.9489398966571947,0.742524466391885,0.6183409550841497,-0.25751093195254515,0.6657563704508751,-0.7235794792190509,0.1822119437829595,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.813769,,-0.18793270449425345,-0.34258043030059926,0.13027455242000002,-3.0648418293288557,-0.3613771160103049,1.1619540843476428,,0.16746390755773038,0.5405992320328803,-0.35357647995188046,-0.13002457239448215,-0.27683572991690053,-0.9520796128554633,0.7448333859577301,0.606541065355234,-0.2780848129626658,0.6544591948596759,-0.7452985406393298,0.12733125140557675,,-0.025527059418938354,0.3024291456255383,-0.09156471742139911,0.3692941840328473,-0.8592180726480926,0.354070768703877,0.918777425402464,0.3947758373806477,-0.00028419600955686963,-0.13953439786116134,0.32541718121735574,0.9352185893994075,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.16746390755773038,0.5405992320328803,-0.35357647995188046,-0.07386307874928288,-0.3065223719678337,-0.9489932987544699,0.7424493472791683,0.6184209274899548,-0.25753547943380817,0.665817702019415,-0.7236018186307145,0.1818988613265855,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.825418,,-0.18793270449425345,-0.34261132123209614,0.13027584871,-3.0616966813887907,-0.3613771160103049,1.162574019144095,,0.1674586041648161,0.5405929849264524,-0.3535861082381486,-0.12959943516665778,-0.27710347534261504,-0.9520596884426564,0.7449031795971622,0.6065247707060515,-0.27793336529824825,0.6544640856689702,-0.7452122962438398,0.12780999216204686,,-0.025527056926739553,0.30242867811804947,-0.09156470749183251,0.3692953025511482,-0.859217598268807,0.35407075327471704,0.9187772300122407,0.3947762905943232,-0.0002863237802493701,-0.13953272415593607,0.32541788395147575,0.9352185945969284,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.1674586041648161,0.5405929849264524,-0.3535861082381486,-0.07523006193280365,-0.30572776375575794,-0.949142229726657,0.7424209651472221,0.618263940896974,-0.2579938175546274,0.6656962883263313,-0.7240719811285661,0.18046666687535315,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.837886,,-0.18792498176137923,-0.3426190439649704,0.13027584871,-3.057503150802037,-0.3613771160103049,1.1634005988726974,,0.1674324428709671,0.540588762537672,-0.3535948966958076,-0.12778054034038808,-0.27835591257840364,-0.9519401869040734,0.7452001771304306,0.6064252761872131,-0.27735370991936814,0.6544836357886217,-0.744826402817399,0.12994152589145794,,-0.02552727532239666,0.30242845901620347,-0.09156462328425824,0.36929619354894194,-0.85921762866245,0.35406975020696885,0.9187770387133243,0.39477673508381794,-0.00028732459386271447,-0.13953162562345361,0.3254172644742807,0.9352189740475966,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.1674324428709671,0.540588762537672,-0.3535948966958076,-0.08204313361472676,-0.3016837392446331,-0.9498714890457827,0.7424454500592349,0.617313889013793,-0.2601890007609978,0.664863653626077,-0.7265744861375485,0.17333735368044928,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.849375,,-0.187917259028505,-0.3425958757663477,0.13027584871,-3.052261237568595,-0.3613771160103049,1.16415829695725,,0.16741395700668546,0.5405907230284098,-0.35359384597561716,-0.12653434950766684,-0.27915384844022845,-0.9518729890566711,0.7454021591014194,0.6063759653371706,-0.2769184173513142,0.6544957445252139,-0.7445678730394054,0.13135449301779423,,-0.02552727532239666,0.30242845901620347,-0.09156462328425823,0.36929619354894194,-0.85921762866245,0.35406975020696885,0.9187770387133243,0.39477673508381794,-0.00028732459386274223,-0.1395316256234536,0.32541726447428077,0.9352189740475966,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.16741395700668546,0.5405907230284098,-0.35359384597561716,-0.08690271632377708,-0.2990463905346059,-0.9502732102946884,0.7424825446788299,0.6165362596318512,-0.26192119312193085,0.6642044781110698,-0.7283229344647815,0.16845804934704398,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.862566,,-0.18790181356275654,-0.3425340939033539,0.130277145,-3.035277438692243,-0.3613771160103049,1.1657425747704049,,0.16738684234922324,0.5405926388898393,-0.3535940993360386,-0.12472069326285697,-0.28021554601195164,-0.9518003973760761,0.7456939350201804,0.6063349824601442,-0.27622173035294584,0.654511500239798,-0.744202349377023,0.13333251379752925,,-0.02552749371807991,0.3024282399143746,-0.09156453907670789,0.36929708454584353,-0.8592176590560949,0.35406874713842856,0.9187768474139448,0.3947771795742815,-0.0002883254069570851,-0.13953052709032832,0.3254166449977811,0.9352193534975394,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.16738684234922324,0.5405926388898393,-0.3535940993360386,-0.09389582908958691,-0.29554458354086,-0.9507034092813798,0.7425085820965719,0.6153485082553105,-0.26462656499471526,0.6632228726397464,-0.7307527711392025,0.16166573130957293,False,,0.0,0.0,0.0,0.0,0.0,0.0
10:15:45.874034,,-0.18790181356275654,-0.34248775750610855,0.13027844129000002,-3.027938760165424,-0.3613771160103049,1.1667757994311583,,0.16735253793147448,0.5405945608348515,-0.3535926220539136,-0.12245035203204552,-0.28149165477906535,-0.9517186346693919,0.7460555403824743,0.6063019371589713,-0.2753163483374952,0.6545281063115947,-0.7437475440544474,0.1357665229765254,,-0.02552727532183524,0.3024284590167694,-0.09156462328447589,0.3692961935531974,-0.8592176286601051,0.35406975020821996,0.9187770387110886,0.39477673508902156,-0.0002873245925591461,-0.13953162562691074,0.3254172644741585,0.935218974047123,,0.053760382454458404,0.7043618139362147,1.1529369854851188,0.9922617208217355,-0.0768032718529755,-0.09755990377489436,0.0046369851568879294,-0.7622647314724931,0.6472487756047307,-0.12407729752272777,-0.642692567707023,-0.7560099785410312,,0.1790848308425335,0.694859516026312,-0.4364195207033381,0.993018439526397,0.005066047999930115,-0.1178503878577497,0.08447698224224075,-0.7278404888452268,0.6805232268400437,-0.08232872057674515,-0.6857277579004687,-0.7231869909041455,,0.0,0.0,0.045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,-0.0005789313634909996,-0.18285425070962588,0.23380443500249326,False,,0.16735253793147448,0.5405945608348515,-0.3535926220539136,-0.10262713478890476,-0.2912514869559351,-0.9511257764097117,0.7425132359282172,0.613843066794808,-0.2680872690363211,0.6619227792397148,-0.7337365063112927,0.15326112889337076,False,,0.0,0.0,0.0,0.0,0.0,0.0
