id_mean,angleError_mean,positionError_mean,optimalCost_mean,success_mean,completionTime_mean,centroidViewAngle_mean,perpendicularAngle_mean,viewDistance_mean,id_std,angleError_std,positionError_std,optimalCost_std,success_std,completionTime_std,centroidViewAngle_std,perpendicularAngle_std,viewDistance_std,distanceReg,orientationReg,similarityReg,positionReg,desOrientationReg,solverIterations,solverTolerance,max_solver_time,solver
0.0,9.940874202442432,0.004456507840671463,0.0005567551923919469,0.9904942965779467,0.03900303450827363,3.1566284615496873,89.99228831588206,-0.0022671172906134833,0.0,4.630287974486109,0.004288786630476181,0.0011726874409584385,0.09712506893190893,0.010428947020691366,1.2888205910374737,0.011385497591935544,0.0052666985146780565,10.0,30.0,1.0,25.0,2000.0,50,0.001,0.05,NLOPT
