id_mean,angleError_mean,positionError_mean,optimalCost_mean,success_mean,completionTime_mean,centroidViewAngle_mean,perpendicularAngle_mean,viewDistance_mean,id_std,angleError_std,positionError_std,optimalCost_std,success_std,completionTime_std,centroidViewAngle_std,perpendicularAngle_std,viewDistance_std,distanceReg,orientationReg,similarityReg,positionReg,desOrientationReg,solverIterations,solverTolerance,max_solver_time,solver
0.0,10.202103848838792,0.004726736542124721,0.0005667844322356714,0.0,0.042820677557825586,3.2262686399453715,89.90601431045617,-0.0015992496815691488,0.0,4.644135992572786,0.0026478143149933275,0.0009026438139350114,0.0,0.0018194430393157922,1.7532804794642112,0.18965621018071882,0.0039383358102349315,20.0,25.0,1.0,20.0,2000.0,30,1e-08,0.05,NLOPT
