id_mean,angleError_mean,positionError_mean,optimalCost_mean,success_mean,completionTime_mean,centroidViewAngle_mean,perpendicularAngle_mean,viewDistance_mean,id_std,angleError_std,positionError_std,optimalCost_std,success_std,completionTime_std,centroidViewAngle_std,perpendicularAngle_std,viewDistance_std,distanceReg,orientationReg,similarityReg,positionReg,desOrientationReg,solverIterations,solverTolerance,max_solver_time,solver
0.0,10.350560258659886,0.00600390158184572,0.0006496757868125294,0.9714828897338403,0.04312062807409482,2.9826615300321704,89.94138331785831,-0.0009766750055417211,0.0,3.712913689828838,0.0035953525279551475,0.0007379394919495123,0.16660328325815021,0.016488306994492056,1.5302259654842734,0.11137503524507918,0.003790266769329694,20.0,25.0,1.0,20.0,2000.0,50,0.001,0.05,NLOPT
