id_mean,angleError_mean,positionError_mean,optimalCost_mean,success_mean,completionTime_mean,centroidViewAngle_mean,perpendicularAngle_mean,viewDistance_mean,id_std,angleError_std,positionError_std,optimalCost_std,success_std,completionTime_std,centroidViewAngle_std,perpendicularAngle_std,viewDistance_std,distanceReg,orientationReg,similarityReg,positionReg,desOrientationReg,solverIterations,solverTolerance,max_solver_time,solver
0.0,9.346385799677977,0.004266936827262416,0.0003511776456504723,0.9961977186311787,0.09027083427733795,2.220334533601163,89.99999977024679,-0.0012609974035624845,0.0,3.7748169498032014,0.0018596589061266031,0.0003704873279145764,0.06160388728090765,0.015066128860100083,1.0970450301000625,8.095863128919463e-07,0.003367934938101511,20.0,25.0,1.0,20.0,2000.0,100,0.0005,0.05,NLOPT
