id_mean,angleError_mean,positionError_mean,optimalCost_mean,success_mean,completionTime_mean,centroidViewAngle_mean,perpendicularAngle_mean,viewDistance_mean,id_std,angleError_std,positionError_std,optimalCost_std,success_std,completionTime_std,centroidViewAngle_std,perpendicularAngle_std,viewDistance_std,distanceReg,orientationReg,similarityReg,positionReg,desOrientationReg,solverIterations,solverTolerance,max_solver_time,solver
0.0,9.66644598420456,0.004472475299500268,0.0004093517277694085,0.5095057034220533,0.05040421232071213,3.018451944351747,89.98827704091036,-0.0013770319358666339,0.0,4.1450117647319535,0.002155359972725977,0.0005209995309683544,0.5003855113484093,0.00862018338178919,1.5472183049803192,0.02537382940419231,0.003500178109158377,20.0,25.0,1.0,20.0,2000.0,40,0.0005,0.05,NLOPT
