id_mean,angleError_mean,positionError_mean,optimalCost_mean,success_mean,completionTime_mean,centroidViewAngle_mean,perpendicularAngle_mean,viewDistance_mean,id_std,angleError_std,positionError_std,optimalCost_std,success_std,completionTime_std,centroidViewAngle_std,perpendicularAngle_std,viewDistance_std,distanceReg,orientationReg,similarityReg,positionReg,desOrientationReg,solverIterations,solverTolerance,max_solver_time,solver
0.0,10.500749385729387,0.005629642026888295,0.000691938420498191,0.9502246802627031,0.04332956845810617,3.844510218385269,89.98854342552248,-0.001544745214319618,0.0,5.1675350793375925,0.004915307971515498,0.0013322514837721614,0.21749922576707129,0.014004154411692393,2.504996145766585,0.035776131156685334,0.004595662807540149,20,15,1.0,20,2000.0,50,0.0008,0.05,NLOPT
