PC Time,Left Frame #,Left Aruco ID,leftcam_T_aruco,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,aruco_T_ring_left,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,u_left,v_left,Right Frame #,Right Aruco ID,rightcam_T_aruco,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,aruco_T_ring_right,Tx,Ty,Tz,R00,R01,R02,R10,R11,R12,R20,R21,R22,u_right,v_right
""
mtx_left,387.3647766113281,0.0,247.6525421142578,0.0,385.7626037597656,187.99069213867188,0.0,0.0,1.0
10:45:23.413272,6,3,,0.012219740468859068,0.00292321252545076,0.09383505672383827,0.955720025059851,0.1320524249770906,-0.26298553336118646,-0.1228638079644846,-0.6329935685174508,-0.7643452275693292,-0.26740179205095865,0.762811444115263,-0.5887401653825928,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,253.85596613766603,209.94799754599504,5,3,,-0.014910055057411695,0.0013721079123250736,0.09468018154711302,0.9688900929873094,0.13905224327505084,-0.2047351004376606,-0.06974224824319047,-0.6403156198386282,-0.7649391647710676,-0.23746158956982516,0.7554206646834923,-0.610697644377414,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,151.7005199340888,208.11568640935744
10:45:23.454636,7,3,,0.01182454351794072,0.0030167038386580366,0.09239312561303499,0.9561923012742877,0.12175972183229954,-0.2662158017907707,-0.13936088181969442,-0.6104014410780798,-0.7797362537090606,-0.25743897840501745,0.7826778717129573,-0.5666926164409207,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,252.320647149941,212.26104113321898,6,3,,-0.01511990591150579,0.0012923794571908212,0.09540633656680234,0.9664911873702671,0.14973747246173785,-0.20850293541430479,-0.06457459410830164,-0.6443040259378012,-0.7620383480876073,-0.24844497686884226,0.7499673402896365,-0.6130449265490491,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,152.14157708262843,207.29018864123822
10:45:23.490048,8,3,,0.011941846890287365,0.002653481831762209,0.09296534028959727,0.9569279894673021,0.12746326492260235,-0.26084849830761475,-0.12457083954838082,-0.6312956018595199,-0.76547238291596,-0.2622421188678104,0.7649960648056281,-0.5882262251239945,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,252.677925681151,209.28530654535112,7,3,,-0.015177532183579694,0.0009147403021254899,0.0942210710114871,0.9690428645885533,0.12762110025121323,-0.2113499026748787,-0.08630390426002217,-0.6269381857477923,-0.7742739485225779,-0.23131701774726354,0.7685449668184268,-0.5965157762193518,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,150.02364662779985,207.78447232251588
10:45:23.533333,9,3,,0.011941846890287365,0.002653481831762209,0.09296534028959727,0.9569279894673021,0.12746326492260235,-0.26084849830761475,-0.12457083954838082,-0.6312956018595199,-0.76547238291596,-0.2622421188678104,0.7649960648056281,-0.5882262251239945,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,252.677925681151,209.28530654535112,8,3,,-0.015267273622887411,0.0008591023879265254,0.09371737937427906,0.9693682807847794,0.13108619345776354,-0.2077054310631158,-0.08120228227814762,-0.6270639541710797,-0.7747238131954831,-0.23180018455812537,0.7678588459242256,-0.5972114091130001,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,149.14454359667258,207.3838904505106
10:45:23.590958,10,3,,0.012045884929443624,0.0023809289795254304,0.09510458265210026,0.9507836643272682,0.1380899228128377,-0.2773834834051174,-0.12296819774751987,-0.6535310229742104,-0.7468440428583527,-0.28441034789743386,0.7441964627891121,-0.6043859518395792,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,253.81148691786572,206.89767921608652,9,3,,-0.015299948161781414,0.0006694883707301446,0.09401398617633917,0.9701754326963539,0.12766485965064361,-0.20606143113844477,-0.08222177492985369,-0.6263673042158389,-0.7751797081559652,-0.22803335177080353,0.7690030453904355,-0.5971893390378036,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,149.117395921146,206.7001712933773
10:45:23.650323,11,3,,0.011612548510541516,0.0020398397665757884,0.09255465881367964,0.9557160776255627,0.15347255709901172,-0.2511034710741778,-0.10327833702111806,-0.6240713764856878,-0.7745117830952679,-0.2755727926885421,0.7661469123273612,-0.5805846576177228,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,251.8028192254514,206.33495138141507,10,3,,-0.015291913576371382,0.0006147589710356101,0.0948068707357977,0.9641074388598815,0.15268102053883942,-0.21722189646133352,-0.06842049134146311,-0.6476274761926726,-0.7588789682452018,-0.25654528391617837,0.7465032873655199,-0.613935956963623,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,151.3956553131547,204.8382558554262
10:45:23.718519,13,3,,0.011174891608181607,0.001849569421084732,0.09241950757381115,0.9579559328732018,0.1253567517151312,-0.2580816062265279,-0.1288101085148964,-0.615855299490834,-0.7772581334623883,-0.2563754797507247,0.7778225600279836,-0.5738150211471459,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,249.6776841168735,207.19427890594017,11,3,,-0.015476654916178154,0.00039353501355323496,0.09495953092068793,0.9648671014237581,0.14925463360514787,-0.21622796058213267,-0.06819406409411086,-0.6525101893735525,-0.7547052553056847,-0.253734203867834,0.7429357355189502,-0.6194073350199147,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,150.67253678046143,203.78411517504625
10:45:23.757229,14,3,,0.011222447792893636,0.001417133637822842,0.092893670961003,0.9518438985579789,0.14265378811020626,-0.2713726027360833,-0.12415765316081473,-0.6299597853579858,-0.7666391237037926,-0.28031780168149606,0.7634137577811451,-0.5819118184836295,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,250.78190648968373,204.70256936742527,12,3,,-0.015704952729667654,0.00011777030561874009,0.09385033870170624,0.9694909507115863,0.1293617683611088,-0.20821342265769327,-0.08187409655904732,-0.6297402314288004,-0.7724790438792761,-0.2310496241091601,0.7659587285268624,-0.5999360777553956,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,147.52803207444026,204.4497550654362
10:45:23.815321,15,3,,0.011332693692453537,0.0012275733647173158,0.09424350950706133,0.9517535679059475,0.13266697429287794,-0.27670312594958485,-0.12827536984895963,-0.6471462131947707,-0.7514966455266323,-0.2787661662906953,0.7507338094688698,-0.5989058121707846,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,251.08010512396308,203.32815923730084,13,3,,-0.015800634610081216,-8.625147625705202e-05,0.09409580442853138,0.9715560089619051,0.12989928592750416,-0.19800277009561995,-0.07422252438514103,-0.6269588782689153,-0.7755085955898107,-0.22487760743104582,0.7681463014786363,-0.5994842126368136,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,146.982530390595,203.38303741151472
10:45:23.858832,16,3,,0.01078129098080713,0.0009284774879478741,0.09323741214919036,0.9594365763703414,0.1114059599783145,-0.258979087966709,-0.1316388945186707,-0.6352945034250266,-0.7609678675002323,-0.2493043468787909,0.7641921263656535,-0.5948594259386669,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,247.87569468236808,203.02970393425014,14,3,,-0.016110222144970994,-0.00038153050601403703,0.09435748677418741,0.9704098400747152,0.13430368319162322,-0.20066704504559213,-0.07238308975403342,-0.6310270580574462,-0.7723765534485262,-0.23035935102318972,0.7640467084416559,-0.6026335509375879,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,146.32204980567053,201.97618346681782
10:45:23.920185,18,3,,0.010644367830088661,0.00019854884570890227,0.09209289574438165,0.9525853543835573,0.15199558150990794,-0.263587719394166,-0.11419870161142974,-0.6243650674191886,-0.7727398780552843,-0.28202801131131694,0.7662020658991315,-0.5774033209531156,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,248.60480486726652,200.02519314254172,15,3,,-0.01618859055816754,-0.0006325686788778264,0.09383807093950217,0.9686653754834545,0.133550202044762,-0.20940805589399172,-0.07802620237869529,-0.6368154971587895,-0.7670579732463269,-0.23579504253028052,0.7593618150211445,-0.6064407075765414,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,145.84616244863676,201.09638627891044
10:45:23.965134,20,3,,0.010410261225108679,-2.9592379951445256e-05,0.09208779320119535,0.9543168531596338,0.14536788511840357,-0.26105080300910144,-0.11627309722181982,-0.624139392551641,-0.7726128302893462,-0.2752451827697249,0.7676706303105982,-0.5787243667935449,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,247.45299251735528,199.28744499622687,16,3,,-0.016467355666521053,-0.0010052827266022507,0.09374222569399025,0.9713700160458032,0.13261761418664023,-0.19711128921149976,-0.07200521328525313,-0.626318711767704,-0.7762345783005218,-0.2263968665572058,0.7682040351996904,-0.598838057504691,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,144.05242231368965,199.79609191293673
10:45:24.021971,21,3,,0.010204453930610669,-0.0008359629306556197,0.0922562644681843,0.9593329294082646,0.16375089144735408,-0.22992602310994373,-0.0858205850498245,-0.606784762896704,-0.7902196395294769,-0.268914777828708,0.7778161074872308,-0.5680554068035522,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,246.07293091725256,195.4801217710694,17,3,,-0.01645101504989661,-0.0011872305094288232,0.09348159803187053,0.9649664986482889,0.14161838935502932,-0.22087075017518545,-0.08108520789076011,-0.639643674237241,-0.7643828615750058,-0.24952924788043201,0.7555132042557362,-0.6057515601692299,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,145.25282120343053,199.012043585944
10:45:24.067246,23,3,,0.009863402585794361,-0.0009153700714160985,0.09162679622986636,0.9551406882076712,0.1367137779246554,-0.26270821961968427,-0.12749485433807323,-0.6108402435670092,-0.781421306950553,-0.2673038118835752,0.7798612310947152,-0.566008067423023,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,245.2165462374742,197.05112244739104,18,3,,-0.0168317103230837,-0.001570868558604411,0.0941185755885341,0.9593320687906164,0.15843439073887167,-0.23362475387064316,-0.07903642680289884,-0.6437713663018937,-0.7611252664102165,-0.2709893448609116,0.7486367421927644,-0.6050684285358626,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,145.62110566508,197.2401007180996
10:45:24.149155,25,3,,0.05382103863995733,0.029978302437967813,0.05565971880386799,0.9111873422479422,-0.16832262964808245,0.37603872097895197,-0.3022381747084175,-0.8933743674277229,0.3324670289999295,0.2799816298903478,-0.4165930051878816,-0.8649049398358607,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,525.0871701415475,386.1797845283547,19,3,,-0.0167518999253527,-0.0018998338290928537,0.09370430849881001,0.9674416562635454,0.14299634226951197,-0.20882693270646024,-0.07327231827166644,-0.6315187522242987,-0.7718906871857961,-0.2422556688730802,0.7620604383423963,-0.6004798741109073,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,143.80539771701046,196.20259914120294
10:45:24.213157,26,3,,0.0096352239835352,-0.0019394171858126386,0.09082425210341902,0.9526796935389189,0.15263523429992087,-0.2628761814406161,-0.11706268157782704,-0.6138714631152903,-0.7806780100364689,-0.2805311570938239,0.774509078076494,-0.5669549875225539,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,244.77873013918096,192.63012331422198,20,3,,-0.017198465166453215,-0.0024652330536005414,0.093645358608756,0.960393877388398,0.16154404458216137,-0.22703991264734796,-0.07368612119357623,-0.6385529603173986,-0.7660420826647399,-0.26872654468497215,0.7524318165321847,-0.6013587994298847,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,143.5067198047546,193.7701790711808
10:45:24.248816,27,3,,0.0094229038759749,-0.0023759766131137795,0.08947214747679955,0.9545689415826557,0.15794461387325548,-0.25268881002964183,-0.11923859508501497,-0.5746775271847441,-0.8096467730998375,-0.2730939274460712,0.8029939219553632,-0.5297362250165869,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,243.6848156684147,192.59925167389028,21,3,,-0.017294686416193347,-0.0028630168426224604,0.09342594512856046,0.9658889523250189,0.15111342073176381,-0.21029328532129168,-0.06787330324860671,-0.6359566294870177,-0.7687342714603238,-0.24990347433079022,0.7567852400029067,-0.6040069155491045,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,141.7543569783388,192.05285026508952
10:45:24.307141,28,3,,0.009534192141164582,-0.0028667389559995245,0.09080184729974441,0.9543802591626876,0.16525548315904662,-0.24869448366707142,-0.10051603983074016,-0.6064674685717028,-0.7887291900906013,-0.2811669373473813,0.7777453534738095,-0.5621897531017378,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,244.22711905526143,188.61701896736966,22,3,,-0.017365790055162814,-0.003050560407338921,0.09242047669532441,0.9687213847052956,0.1349875650635953,-0.2082240046028705,-0.08245544261245344,-0.616327729486146,-0.7831610497528821,-0.23405123114019077,0.7758340590259322,-0.5859193921155941,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,139.58753444383888,192.8082261225537
10:45:24.361081,30,3,,0.009666027262536271,-0.003449106960804965,0.09276437939765222,0.9489081106840316,0.16099390106842468,-0.27139337003108965,-0.10972891978923507,-0.6380343435641855,-0.7621494214355257,-0.29585969924940647,0.752989468884784,-0.5877702766461245,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,245.49655542738165,185.69799588656167,23,3,,-0.01757523126326518,-0.004009018453018725,0.09236312652415134,0.9677819716197053,0.14780368359561089,-0.20384338724482726,-0.07067967137289363,-0.6175562607405779,-0.7833445275705545,-0.24166596670300064,0.7725142949717396,-0.5872130998213683,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,139.0032384364387,188.42932315071695
10:45:24.409022,31,3,,0.009446607934419655,-0.0036749464071003505,0.09184311135772225,0.950026200670932,0.1582622170751589,-0.26907859202323964,-0.11614684642904458,-0.6208792464925451,-0.7752540688957634,-0.2897587412026455,0.7677643075327901,-0.5714698941985952,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,244.48884571779897,185.7859967998114,24,3,,-0.017643652307953287,-0.004407443280540929,0.09230307778854963,0.9636329739126999,0.15046335871310365,-0.22084444587296687,-0.08010818498424128,-0.6257673488960873,-0.7758852387783215,-0.2549395424148566,0.7653600477816531,-0.5909567048210631,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,139.54417055435107,187.02991012038052
10:45:24.452026,32,3,,0.009099497109962492,-0.0040676260170176455,0.09012498486096414,0.9519797412333284,0.17517833322170984,-0.25109186337073675,-0.10262145778041278,-0.5901094578602585,-0.8007744152674302,-0.28845001071996534,0.7880884336884633,-0.5437951930663938,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,242.92117863434333,184.76434574358763,25,3,,-0.017689049820717527,-0.004730380812934033,0.09213651506367218,0.9642718214402772,0.1528816741523486,-0.21634936580592298,-0.07376986718666247,-0.6294118047997951,-0.7735623999871807,-0.25443635957054594,0.7618844884147726,-0.5956460066528172,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,139.08764925857645,185.2957186163445
10:45:24.513744,33,3,,0.009375465659810277,-0.004473313539037732,0.09104680224253775,0.9448160137259989,0.2048170872572796,-0.25568077943865275,-0.09181192659660567,-0.5836394997181651,-0.8068057414913143,-0.3144730041538265,0.7857575294810568,-0.532627294195757,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,245.06811452850792,182.99615021495276,26,3,,-0.01770433097783941,-0.004959978694893062,0.09193686553249461,0.9635075565786471,0.15776257291876683,-0.21625022312565553,-0.07162378297099453,-0.6264656514039555,-0.776151287652054,-0.2579209610108665,0.7633162897495824,-0.5923048367809962,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,138.98271879110243,184.3922961925174
10:45:24.558462,35,3,,0.009387413378326477,-0.004699356537848425,0.09108418607791478,0.9421609649420662,0.21005109165542818,-0.261172845130954,-0.09296896839742708,-0.5848798506146484,-0.8057743674628183,-0.32200852015832215,0.7834501255595977,-0.5315227311283103,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,245.47986730398603,182.1637618547641,27,3,,-0.017995300004708423,-0.005775705006807586,0.0921254699093879,0.9613512107748124,0.1681068355122354,-0.21804573234957933,-0.0681717521087329,-0.6219585132209156,-0.7800770603257435,-0.26675168557335793,0.7647925860559126,-0.5864604322183058,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,138.5000164021679,181.23996337254792
10:45:24.601408,36,3,,0.008739629907197876,-0.004703543744333059,0.0894047919200065,0.9456590154514191,0.1724771335962877,-0.2756459048886107,-0.1351808262434262,-0.562453487996211,-0.8157035111221729,-0.2957282041192508,0.8086394204015189,-0.5085736102680695,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,242.3533611293039,184.88006713105054,28,3,,-0.018085896326624926,-0.006103894339963037,0.09266878864543933,0.9521760300511379,0.19464298898499782,-0.23553113304835196,-0.062253396748597166,-0.631092625943393,-0.773205413892799,-0.2991409741063838,0.750890274486798,-0.5887940839477118,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,140.62564319229566,179.43246315988912
10:45:24.678910,38,3,,0.009176898600912151,-0.005455685178699448,0.09115790587773942,0.9420700550125074,0.20670016943811123,-0.26415724749282826,-0.0918167575073632,-0.598549465102542,-0.7958066479153683,-0.3226045481538741,0.7739596745178116,-0.5448969881828287,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,244.69703519412667,178.780635923956,29,3,,-0.018066921230677203,-0.006316519182103877,0.09227743621124368,0.9540398308936808,0.1895935736762052,-0.23208248078871072,-0.06290093201289838,-0.630496577296055,-0.7736391528160067,-0.29300422150587807,0.7526807708707889,-0.5895932354946835,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,139.90933254603794,178.5971340026213
10:45:24.723624,39,3,,0.00797821362219938,-0.004789407690214902,0.09128610936702125,0.9440378117630923,0.18461708797056287,-0.2733297290651379,-0.11446093955569517,-0.5938175845449386,-0.7964165804409412,-0.3093401093902628,0.7831329434486102,-0.5394548077531018,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,239.85908011544402,182.52404871214816,30,3,,-0.018141936051185022,-0.00647530903072723,0.09177879682617157,0.9588820868756854,0.17613604816307135,-0.22253367387078,-0.0717645774212427,-0.6081439326144563,-0.790576247209448,-0.27458147952198253,0.7740394368258765,-0.5704979941610656,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,137.99355374991075,179.18640476414058
10:45:24.780794,40,3,,0.007496969915697797,-0.004376979744961319,0.09319468210410964,0.9269953933515872,0.22893525393797767,-0.29709963010628215,-0.10173739374328465,-0.6089397946130526,-0.7866650044656475,-0.3610111402979967,0.759460977299668,-0.5411931083631546,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,240.49690904185152,183.0319314313944,31,3,,-0.018327069516133117,-0.007202669939875501,0.09190416260230624,0.9559047016089254,0.19058443606854727,-0.22343628660176307,-0.06313030305610282,-0.60968430379281,-0.7901263282189255,-0.2868113775253625,0.7693910724963673,-0.5707684392859277,,-0.01343000028282404,0.005190230906009674,-0.0061240000650286674,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,138.0302742464704,175.89122696048418
