id_mean,angleError_mean,positionError_mean,optimalCost_mean,success_mean,completionTime_mean,centroidViewAngle_mean,perpendicularAngle_mean,viewDistance_mean,id_std,angleError_std,positionError_std,optimalCost_std,success_std,completionTime_std,centroidViewAngle_std,perpendicularAngle_std,viewDistance_std,distanceReg,orientationReg,similarityReg,positionReg,desOrientationReg,solverIterations,solverTolerance,max_solver_time,solver
0.0,9.55111804542072,0.00441064629817582,0.0003813586697026957,0.8669201520912547,0.05233172409434735,2.799405592845809,89.99222359606306,-0.0013339792125365625,0.0,3.907172066988677,0.0019348968944361996,0.00041279153878028745,0.339984343186811,0.011456034284522836,1.316677938627734,0.03594705609534875,0.0033989511178531277,20.0,25.0,1.0,20.0,2000.0,50,0.0005,0.05,NLOPT
